Config,Config,Config,Recall,Recall,Recall,Recall,RAG,RAG,RAG,RAG,ICL,ICL,ICL,ICL,ICL,Cite,Cite,Cite,Cite,Cite,Cite,Re-rank,LongQA,LongQA,Recall,RAG,ICL,Cite,Re-rank,LongQA,Ours
,,,KeyValue,NIAH,NIAH,NIAH,,,,,Other,Other,Other,TREC,TREC,ASQA,ASQA,ASQA,QAMPARI,QAMPARI,QAMPARI,,InfBench,InfBench,Summary,Summary,Summary,Summary,Summary,Summary,
input_max_length,attention,tag,json_kv,niah_mk_2,niah_mk_3,niah_mv,hotpotqa,nq,popqa,triviaqa,banking77,clinic150,nlu,trec_coarse,trec_fine,asqa_citation_prec,asqa_citation_rec,asqa_str_em,qampari_citation_prec,qampari_citation_rec,qampari_rec_top5,msmarco_psg,infbench_choice,infbench_qa,avg_score,avg_score,avg_score,avg_score,avg_score,avg_score,
65536,flex,flex_gamma0.95_tau0.1,87.0,97.0,94.0,99.75,54.666666666666664,56.666666666666664,53.5,89.83333333333333,87.0,94.39999999999999,88.0,81.0,58.599999999999994,0.3,0.2727272727272727,21.616666666666667,1.3264412838401651,1.2965527468417752,20.2,17.44225203252033,45.0,36.6752861027861,94.4375,63.66666666666666,81.8,7.502064661679314,17.44225203252033,40.83764305139305,50.947687735376554
65536,full,full,100.0,99.0,98.0,99.75,57.99999999999999,54.833333333333336,55.833333333333336,89.33333333333333,88.6,93.60000000000001,87.4,75.0,62.4,4.9789682539682545,4.411616161616162,37.233333333333334,4.950298698853487,4.724317068395007,24.0,31.481105691056914,51.0,40.27779692529693,99.1875,64.5,81.4,13.383088919361041,31.481105691056914,45.63889846264847,55.93176551217774
65536,tri,tri_sparse55,100.0,99.0,97.0,99.75,56.99999999999999,53.833333333333336,55.50000000000001,89.33333333333333,86.8,93.60000000000001,nan,75.0,59.599999999999994,nan,nan,nan,nan,nan,nan,nan,50.0,40.28936017686018,98.9375,63.91666666666667,78.75,nan,nan,45.14468008843009,71.6872116887742
65536,xattn,xattn_threshold0.95,100.0,98.0,97.0,99.25,57.666666666666664,55.833333333333336,54.50000000000001,89.83333333333333,88.4,93.8,87.8,76.2,62.6,2.054112554112554,1.714069264069264,27.566666666666666,5.42572429645717,5.791910507575414,20.799999999999997,30.040130081300813,51.0,40.071447718947724,98.5625,64.45833333333333,81.76,10.55874721481351,30.040130081300813,45.53572385947386,55.15257241482025
65536,xattn_singele_v5,xattn_v5_threshold0.95,99.0,94.0,96.0,99.0,56.666666666666664,55.166666666666664,54.666666666666664,89.66666666666666,88.2,93.4,nan,76.0,63.0,nan,nan,nan,nan,nan,nan,nan,52.0,39.90664918414918,97.0,64.04166666666666,80.15,nan,nan,45.953324592074594,71.78624781468531
65536,xattn_single,xattn_threshold0.95,100.0,98.0,97.0,99.25,57.99999999999999,56.00000000000001,54.833333333333336,89.83333333333333,88.6,93.8,87.6,76.2,63.0,2.3604256854256853,1.784271284271284,26.499999999999996,5.424576624980925,6.257973757487548,21.4,29.727658536585373,50.0,38.90478105228106,98.5625,64.66666666666667,81.83999999999999,10.621207892027572,29.727658536585373,44.45239052614053,54.97840393690336
65536,xattn_single_v6,xattn_v6_threshold0.95,100.0,97.0,99.0,98.75,56.99999999999999,54.666666666666664,55.00000000000001,89.83333333333333,88.0,94.0,87.4,76.2,62.2,4.037445887445887,3.1682853378505555,29.56666666666667,5.456302987345589,5.357028195132839,21.2,30.09860975609756,53.0,35.49548812298813,98.6875,64.125,81.55999999999999,11.464288179073591,30.09860975609756,44.24774406149406,55.030523666110874
65536,xattn_v4,xattn_v4_threshold0.95,98.0,99.0,97.0,98.5,56.333333333333336,55.50000000000001,53.666666666666664,89.33333333333333,88.0,94.0,87.4,76.4,62.2,2.992460317460317,2.4317130936696154,30.36666666666667,5.596922254637648,4.478079517669526,18.4,31.072747967479675,51.0,37.67700327450327,98.125,63.70833333333333,81.6,10.710973641683964,31.072747967479675,44.33850163725164,54.92592609662477
65536,xattn_v5,xattn_v5_threshold0.95,99.0,94.0,96.0,99.25,56.666666666666664,55.333333333333336,54.50000000000001,89.66666666666666,88.2,93.4,87.8,76.0,63.6,2.604220779220779,2.5103896103896104,27.116666666666667,4.522800439434935,4.020963579555632,21.2,29.65369105691057,52.0,39.846209623709626,97.0625,64.04166666666666,81.80000000000001,10.329173512544605,29.65369105691057,45.92310481185481,54.80168934132945
65536,xattn_v6,xattn_v6_threshold0.95,100.0,97.0,99.0,98.5,57.333333333333336,55.166666666666664,55.00000000000001,89.83333333333333,88.4,93.8,87.4,76.2,62.0,4.923015873015873,4.01478931696323,29.616666666666667,5.232602716482381,5.074863813378547,20.599999999999998,30.414081300813006,53.0,35.14700327450328,98.625,64.33333333333333,81.55999999999999,11.576989731084447,30.414081300813006,44.07350163725164,55.09715100041373
65536,xattn_v7,llama_xattn_v7_threshold0.95,99.0,96.0,99.0,99.0,56.333333333333336,56.166666666666664,53.5,89.5,87.8,93.4,88.0,75.8,62.2,2.225793650793651,1.7713675213675215,27.71666666666667,5.547834287482597,5.72194555949512,18.8,29.904422764227647,51.0,37.13055786805787,98.25,63.875,81.44000000000001,10.297267947634259,29.904422764227647,44.06527893402894,54.638661607648466
65536,xattn_v8,llama_xattn_v8_threshold0.95,99.0,98.0,96.0,99.25,56.99999999999999,55.666666666666664,55.166666666666664,89.66666666666666,88.6,93.8,87.6,76.4,62.2,3.6608585858585863,2.8180014430014433,26.316666666666666,6.0398031463296125,6.488277374305895,19.4,29.31981300813008,51.0,38.03255883005883,98.0625,64.375,81.72,10.787267869360369,29.31981300813008,44.516279415029416,54.796810048753315
65536,xattn_v9,llama_xattn_v9_threshold0.95,100.0,97.0,97.0,99.0,57.99999999999999,55.666666666666664,55.166666666666664,89.83333333333333,88.2,93.8,88.2,76.8,63.0,2.0314935064935065,1.6862914862914862,23.249999999999996,4.327315822187977,4.721394634875583,22.2,31.23016260162602,50.0,37.74366994116995,98.25,64.66666666666666,82.0,9.702749241641424,31.23016260162602,43.87183497058497,54.95356891341984
65536,xflex_v6,llama_xflex_v6_threshold0.95_score0.001,100.0,97.0,99.0,98.25,56.333333333333336,55.666666666666664,54.666666666666664,89.83333333333333,88.4,93.8,87.4,76.6,62.6,3.517460317460317,3.1009379509379507,25.866666666666667,5.212542151875156,5.402243801633278,21.6,29.664512195121954,51.0,35.86128898878899,98.5625,64.125,81.75999999999999,10.783308481428895,29.664512195121954,43.4306444943945,54.72099419515755
131072,flex,flex_gamma0.95_tau0.1,84.0,97.0,94.0,98.0,54.666666666666664,47.333333333333336,51.33333333333333,85.16666666666667,90.0,95.0,89.0,89.0,63.800000000000004,0.0,0.0,16.833333333333332,1.0,1.0,2.4,4.616040650406504,53.0,38.414210511710515,93.25,59.625,85.36,3.5388888888888883,4.616040650406504,45.707105255855254,48.68283913252511
131072,full,full,96.0,98.0,89.0,97.0,55.333333333333336,45.166666666666664,51.16666666666667,80.66666666666666,89.8,95.19999999999999,88.0,76.6,68.4,0.0,0.0,14.016666666666666,0.0,0.0,1.8000000000000003,14.110138211382115,48.0,40.130760301789714,95.0,58.083333333333336,83.6,2.636111111111111,14.110138211382115,44.06538015089485,49.58249380112024
131072,xattn,xattn_threshold0.95,93.0,95.0,86.0,97.25,55.666666666666664,47.16666666666667,51.16666666666667,82.0,90.60000000000001,95.0,88.4,78.60000000000001,70.8,0.5833333333333333,0.21111111111111108,14.550000000000002,2.2111111111111112,2.1714285714285713,2.4000000000000004,11.796341463414633,48.0,42.79298141401083,92.8125,59.0,84.67999999999999,3.6878306878306883,11.796341463414633,45.39649070700541,49.562193809708454
131072,xattn_single,xattn_threshold0.95,92.0,95.0,87.0,97.5,55.333333333333336,47.0,51.5,82.0,90.60000000000001,95.0,88.2,79.2,70.6,0.5833333333333333,0.21111111111111108,15.166666666666668,1.1,1.1,1.6,11.506317073170733,48.0,41.847743318772736,92.875,58.958333333333336,84.72,3.2935185185185194,11.506317073170733,44.923871659386364,49.37950676406816
131072,xattn_v4,xattn_v4_threshold0.95,93.0,93.0,83.0,96.5,55.333333333333336,45.5,49.5,81.5,89.8,94.6,88.4,78.60000000000001,70.6,0.3026315789473684,0.14545454545454545,12.883333333333333,1.0,1.0,0.0,12.572560975609756,47.0,42.933674054703474,91.375,57.958333333333336,84.4,2.5552365762892078,12.572560975609756,44.96683702735174,48.97132798543067
131072,xattn_v5,xattn_v5_threshold0.95,95.0,94.0,86.0,96.0,56.00000000000001,47.333333333333336,48.16666666666667,83.83333333333334,90.60000000000001,95.19999999999999,88.2,77.8,71.0,1.0833333333333333,0.33611111111111114,15.866666666666667,2.333333333333333,1.9999999999999998,0.4,11.117121951219511,51.0,38.02552109655051,92.75,58.833333333333336,84.56,3.669907407407407,11.117121951219511,44.51276054827525,49.240520540039256
131072,xattn_v6,xattn_v6_threshold0.95,93.0,93.0,89.0,96.5,54.333333333333336,45.33333333333333,49.0,83.16666666666667,90.2,94.8,88.2,77.8,71.0,0.5,0.2,11.100000000000001,2.0,2.0,0.0,10.773861788617888,46.0,38.21056383159325,92.875,57.95833333333333,84.4,2.6333333333333333,10.773861788617888,42.105281915796624,48.457635061846865
